protocol=4 seed=67 ops=10000
DET scan_inverted 0
DET scan_snapshot 1
DET delrange_empty ok
SCAN [key4291, key7368) key5834=>value38460
SCAN [key4354, key6789) key4640=>value63824 key4677=>value71448 key4942=>value22563 key5107=>value62100 key6395=>value41757
SCAN [key2687, key9064) key3807=>value46443 key459=>value78439 key4640=>value63824 key4677=>value71448 key4942=>value22563 key5107=>value62100 key5191=>value74355 key6395=>value41757 key6800=>value59924 key6891=>value92287 key7035=>value63299 key7102=>value80930 key730=>value31935 key7302=>value63534 key7814=>value38674 key8056=>value41370 key8159=>value22756 key8165=>value11157 key8409=>value61570 key8462=>value62799 key8496=>value66130 key8715=>value39755 key8748=>value72592 key8777=>value19637 key8784=>value39583 key8873=>value25244 key8997=>value35739 key9056=>value98580
SCAN [key6395, key9719) key6395=>value41757 key6800=>value59924 key6891=>value92287 key7035=>value63299 key7102=>value80930 key730=>value31935 key7302=>value63534 key7814=>value38674 key8056=>value41370 key8159=>value22756 key8165=>value11157 key8409=>value61570 key8462=>value62799 key8496=>value66130 key8715=>value39755 key8748=>value72592 key8777=>value19637 key8784=>value39583 key8873=>value25244 key8997=>value35739 key9056=>value98580 key9080=>value41421 key94=>value38301 key9686=>value39067
SCAN [key336, key9379) key3562=>value55573 key4643=>value84692 key5159=>value33244 key6054=>value17184 key6395=>value41757 key6800=>value59924 key6891=>value92287 key7035=>value63299 key7102=>value80930 key730=>value31935 key7302=>value63534 key7425=>value55054 key7814=>value38674 key8056=>value41370 key8159=>value22756 key8165=>value11157 key8409=>value61570 key8462=>value62799 key8496=>value66130 key8715=>value39755 key8748=>value72592 key8777=>value19637 key8784=>value39583 key8873=>value25244 key8997=>value35739 key9056=>value98580 key9080=>value41421
SCAN [key2927, key4676) key3562=>value55573 key4643=>value84692
SCAN [key3902, key6156) key4643=>value84692 key5159=>value33244 key5222=>value46206 key6054=>value17184
SCAN [key2702, key9957) key5988=>value9037 key8409=>value61570 key8462=>value62799 key8496=>value66130 key8715=>value39755 key8748=>value72592 key8777=>value19637 key8784=>value39583 key8873=>value25244 key8997=>value35739 key9056=>value98580 key9080=>value41421 key9236=>value92686 key94=>value38301 key9686=>value39067 key9724=>value56727 key9788=>value916 key9882=>value28811 key9941=>value52865
SCAN [key1363, key6245) key144=>value99876 key1781=>value55417 key2043=>value87960 key2875=>value8158 key3939=>value54010 key4725=>value836 key5374=>value44961 key5988=>value9037
SCAN [key5233, key8099) key5374=>value44961 key590=>value52592 key5988=>value9037 key7020=>value15379 key7543=>value37524
SCAN [key123, key8340) key1254=>value2709 key1349=>value4104 key144=>value99876 key1614=>value66456 key1781=>value55417 key2043=>value87960 key2583=>value90702 key2706=>value61352 key2875=>value8158 key3157=>value19446
SCAN [key5740, key6200) key5938=>value44599
SCAN [key3596, key4732)
SCAN [key5005, key9971) key6582=>value5734 key7223=>value16835 key7229=>value95605 key8204=>value35580 key9236=>value92686 key9313=>value71340 key94=>value38301 key9548=>value57293 key9647=>value12950 key9686=>value39067 key9724=>value56727 key9788=>value916 key9844=>value32482 key9882=>value28811 key9907=>value95689 key992=>value86640 key9941=>value52865 key9957=>value19568 key997=>value72353
SCAN [key5887, key6330)
SCAN [key2149, key4563) key2497=>value63677 key2583=>value90702 key2591=>value35058 key266=>value13045 key2717=>value17570 key3015=>value519 key3083=>value40335 key3286=>value77394
SCAN [key4721, key4889)
SCAN [key5550, key8445) key5720=>value89862 key6100=>value4802 key6834=>value75730 key7223=>value16835 key7229=>value95605 key7949=>value76435 key8204=>value35580
SCAN [key3658, key4447) key4242=>value92144 key4330=>value23187
SCAN [key32, key5564) key3220=>value72317 key3286=>value77394 key3450=>value49411 key4242=>value92144 key4330=>value23187 key4595=>value67410 key461=>value37989 key4671=>value91631 key4817=>value27211 key4820=>value15393 key538=>value51096
SCAN [key7402, key8735)
SCAN [key3172, key8703) key3220=>value72317 key3286=>value77394 key3319=>value79739 key3450=>value49411 key5609=>value18250 key608=>value40008
SCAN [key1314, key3155) key1349=>value4104 key144=>value99876 key1614=>value66456 key1780=>value98183 key1781=>value55417 key1816=>value31615 key2043=>value87960 key2061=>value36870 key2085=>value34288 key2182=>value12923 key2497=>value63677 key2583=>value90702 key2591=>value35058 key266=>value13045 key2717=>value17570 key294=>value82660 key3015=>value519 key3083=>value40335
SCAN [key21, key651) key2172=>value15034 key2182=>value12923 key2497=>value63677 key2583=>value90702 key2591=>value35058 key266=>value13045 key2717=>value17570 key294=>value82660 key3015=>value519 key3083=>value40335 key3220=>value72317 key3286=>value77394 key3319=>value79739 key3450=>value49411 key5259=>value49588 key5609=>value18250 key5680=>value46141 key608=>value40008
SCAN [key5576, key5793) key5609=>value18250 key5680=>value46141
SCAN [key374, key6112) key5259=>value49588 key5609=>value18250 key5680=>value46141 key608=>value40008
SCAN [key8151, key8758)
SCAN [key200, key3997) key2700=>value4764
SCAN [key7650, key8899) key8445=>value38770
SCAN [key5332, key8700) key637=>value44397 key7114=>value76915 key7893=>value22740 key8050=>value90066
SCAN [key7255, key730)
SCAN [key2411, key6286) key2607=>value88718 key2700=>value4764 key3064=>value42716 key4784=>value25103 key486=>value31115 key4989=>value25414 key5718=>value79903
SCAN [key7150, key9690) key7524=>value89663
SCAN [key1747, key7738)
SCAN [key7707, key8769) key7977=>value22078 key8099=>value86791 key8508=>value32796
SCAN [key1439, key650) key144=>value99876 key256=>value66396 key3643=>value69159 key4274=>value32187 key4408=>value37136 key5123=>value16059
SCAN [key1572, key2628) key256=>value66396
SCAN [key1334, key7677) key1349=>value4104 key144=>value99876 key256=>value66396 key4274=>value32187 key4408=>value37136 key5123=>value16059 key7288=>value51401
SCAN [key5646, key8811) key7382=>value2834
SCAN [key2445, key5130) key256=>value66396 key339=>value880 key4208=>value3193
SCAN [key2515, key4461) key256=>value66396 key3191=>value25478 key339=>value880 key4208=>value3193
SCAN [key5341, key9) key5592=>value51496 key5718=>value83332 key6881=>value65014 key7158=>value80881 key7382=>value2834 key7987=>value34170 key8338=>value46200 key8444=>value31385 key8978=>value73628
SCAN [key3918, key5765) key4208=>value3193 key5146=>value21394 key5592=>value51496 key5718=>value83332
SCAN [key4104, key6537) key4208=>value3193 key4429=>value38832 key5146=>value21394 key5592=>value51496 key5718=>value83332 key5917=>value98485
SCAN [key1615, key9008) key1810=>value32482 key2204=>value81238 key2288=>value78751 key256=>value66396 key3191=>value25478 key339=>value880 key3770=>value32197 key4088=>value69192 key4208=>value3193 key4429=>value38832 key5146=>value21394 key5592=>value51496 key5597=>value57267 key5718=>value83332 key5917=>value98485 key6881=>value65014 key7158=>value80881 key7382=>value2834 key7987=>value34170 key8338=>value46200 key8444=>value31385 key8978=>value73628
SCAN [key8055, key8675) key8338=>value46200 key8444=>value31385
SCAN [key4693, key9395) key5146=>value21394 key5592=>value51496 key5597=>value57267 key5718=>value83332 key5917=>value98485 key6151=>value49362 key6815=>value35419 key6881=>value65014 key7158=>value80881 key7382=>value2834 key7987=>value34170 key8338=>value46200 key8444=>value31385 key8978=>value73628 key9075=>value98694 key9253=>value554 key9259=>value37852
SCAN [key8088, key8979) key8338=>value46200 key8444=>value31385 key8978=>value73628
SCAN [key1071, key2827) key1072=>value59162 key1090=>value55722 key1091=>value3485 key1109=>value36229 key1173=>value74770 key1243=>value73420 key1254=>value2709 key129=>value20989 key1318=>value4629 key1349=>value4104 key144=>value99876 key1520=>value10951 key2324=>value81422
SCAN [key8401, key8924) key8444=>value31385 key8487=>value56610
SCAN [key1047, key7968) key1047=>value46037 key1054=>value25105 key1060=>value23450 key1072=>value59162 key1090=>value55722 key1091=>value3485 key1108=>value30172 key1109=>value36229 key1196=>value62483 key2281=>value81856 key2587=>value86280 key3263=>value70887 key3574=>value49356 key5389=>value1711 key5820=>value36455 key6917=>value88661 key7025=>value6226 key7173=>value4021 key740=>value37061 key79=>value4191
SCAN [key6198, key7342) key682=>value7457 key6847=>value48440 key6917=>value88661 key7025=>value6226 key7173=>value4021
SCAN [key5512, key7973) key6713=>value338 key682=>value7457 key6847=>value48440 key6917=>value88661 key7025=>value6226 key7173=>value4021 key740=>value37061 key79=>value4191
SCAN [key1208, key5086)
SCAN [key6825, key9057)
SCAN [key4649, key7258) key554=>value60933 key6510=>value15762
SCAN [key2238, key6444) key4412=>value70441 key6032=>value40470
SCAN [key1253, key9674) key3567=>value66194 key4070=>value39483 key6478=>value72950 key735=>value74108 key7615=>value37121 key8752=>value13712 key8854=>value81610 key9237=>value44259
SCAN [key1423, key1882)
SCAN [key2428, key4700) key2847=>value88922 key2966=>value36723 key3567=>value66194 key4070=>value39483
SCAN [key3809, key5747) key4070=>value39483 key4389=>value59141 key5666=>value42993
SCAN [key256, key8273) key2847=>value88922 key2966=>value36723 key3099=>value57885 key3567=>value66194 key4070=>value39483 key4240=>value39432 key4389=>value59141 key4826=>value80885 key5666=>value42993 key5939=>value64037 key6478=>value72950 key6513=>value82719 key6793=>value38766 key735=>value74108 key7615=>value37121 key7785=>value97375 key8038=>value97449
SCAN [key1550, key1970) key1590=>value38673
SCAN [key3603, key6640) key3713=>value60906 key42=>value65697 key5247=>value7323 key5666=>value42993 key5939=>value64037 key6268=>value65796 key6478=>value72950 key6513=>value82719
SCAN [key4890, key6029)
SCAN [key4139, key6495)
SCAN [key2412, key7826) key7179=>value5793 key7615=>value37121 key7785=>value97375
SCAN [key1138, key6687) key1196=>value62483 key1221=>value41081 key1225=>value50852 key1318=>value34661 key1573=>value31530 key1581=>value7854 key1590=>value38673 key6626=>value98777
SCAN [key1084, key8631) key1090=>value55722 key1091=>value3485 key1106=>value39265 key1108=>value30172 key1109=>value36229 key1196=>value62483 key1221=>value41081 key1225=>value50852 key1311=>value91294 key1318=>value34661 key1573=>value31530 key1581=>value7854 key1590=>value38673 key2105=>value66808 key2396=>value45753 key2641=>value20185 key2762=>value4203 key3027=>value68434 key5009=>value3200 key5056=>value47935 key5838=>value90574 key599=>value76165 key6253=>value80157 key6626=>value98777 key7179=>value5793 key7615=>value37121 key7785=>value97375 key8038=>value97449 key8138=>value57795 key8287=>value16937 key8489=>value10163 key8602=>value72542
SCAN [key4396, key4986)
SCAN [key7158, key8732) key8038=>value97449 key8138=>value57795 key8287=>value16937 key8367=>value80207 key8489=>value10163 key8504=>value77094 key8553=>value63381 key8602=>value72542
SCAN [key3196, key7324) key3566=>value56041 key4033=>value22051 key5187=>value61105 key521=>value50810 key599=>value76165 key6253=>value80157 key642=>value54031 key6626=>value98777
SCAN [key1388, key8995) key1573=>value31530 key1581=>value7854 key1590=>value38673 key1719=>value60952 key2731=>value66250 key3566=>value56041 key4033=>value22051 key4131=>value72285 key432=>value73753 key5144=>value56561 key5187=>value61105 key521=>value50810 key599=>value76165 key6253=>value80157 key6403=>value63066 key642=>value54031 key6626=>value98777 key7297=>value46524 key8038=>value97449 key8138=>value57795 key8287=>value16937 key8367=>value80207 key8489=>value10163 key8504=>value77094 key8553=>value63381 key8602=>value72542 key8752=>value13712 key8854=>value81610
SCAN [key1339, key7799) key1573=>value31530 key1581=>value7854 key1590=>value38673 key1719=>value60952 key2404=>value18292 key2731=>value66250 key3566=>value56041 key4033=>value22051 key4041=>value31446 key4131=>value72285 key432=>value73753 key5144=>value56561 key5187=>value61105 key521=>value50810 key599=>value76165 key6253=>value80157 key636=>value62330 key6403=>value63066 key642=>value54031 key6626=>value98777 key7297=>value46524
SCAN [key8769, key9617) key8854=>value81610 key9031=>value86633 key9126=>value46342 key9178=>value44099 key9237=>value44259 key9428=>value78636 key950=>value61078 key9588=>value17446
SCAN [key3757, key8802) key4033=>value22051 key4041=>value31446 key4131=>value72285 key432=>value73753 key5144=>value56561 key5187=>value61105 key521=>value50810 key5481=>value68259 key599=>value76165 key615=>value31639 key6253=>value80157 key636=>value62330 key6403=>value63066 key642=>value54031 key6626=>value98777 key7153=>value70271 key7297=>value46524 key8038=>value97449 key8138=>value57795 key8287=>value16937 key8367=>value80207 key8489=>value10163 key8504=>value77094 key8553=>value63381 key8602=>value72542 key8752=>value13712
SCAN [key3097, key8771) key3105=>value47808 key3566=>value56041 key3725=>value88259 key4033=>value22051 key4041=>value31446 key4131=>value72285 key432=>value73753 key4880=>value99120 key5032=>value6500 key5094=>value77342 key5144=>value56561 key5187=>value61105 key521=>value50810 key5438=>value31883 key5463=>value93493 key5481=>value68259 key599=>value76165 key615=>value31639 key6253=>value80157 key636=>value62330 key6403=>value63066 key642=>value54031 key6626=>value98777 key6633=>value7467 key6723=>value8545 key674=>value9942 key7153=>value70271 key7297=>value46524 key8038=>value97449 key8138=>value57795 key8287=>value16937 key8367=>value80207 key8489=>value10163 key8504=>value77094 key8553=>value63381 key8602=>value72542 key8752=>value13712
GET key6633 => value7467
SCAN [key2002, key8275) key2077=>value81343 key2404=>value18292 key2601=>value76905 key2676=>value64949 key2716=>value39336 key2731=>value66250 key2734=>value55609 key3105=>value47808 key3566=>value56041 key3725=>value88259 key4033=>value22051 key4041=>value31446 key4131=>value72285 key432=>value73753 key4584=>value52782 key4880=>value99120 key4908=>value30906 key5032=>value6500 key5094=>value77342 key5144=>value56561 key5187=>value61105 key521=>value50810 key5438=>value31883 key5463=>value93493 key5481=>value68259 key5887=>value19715 key599=>value76165 key615=>value31639 key6253=>value80157 key636=>value62330 key6403=>value63066 key642=>value54031 key6609=>value38106 key6626=>value98777 key6633=>value7467 key6723=>value8545 key674=>value9942 key7153=>value70271 key7297=>value46524 key7723=>value95593 key8038=>value97449 key8138=>value57795
SCAN [key3918, key42) key4033=>value22051 key4041=>value31446 key4131=>value72285
SCAN [key5774, key6218) key5887=>value19715 key5980=>value20317 key599=>value76165 key615=>value31639
SCAN [key3387, key409) key3566=>value56041 key3725=>value88259 key4033=>value22051 key4041=>value31446
